,address,end_time,forestry,municipality,start_time,area
4344,Τ.Κ. ΚΟΥΚΟΥ,2017-03-25 13:15:00,ΠΙΕΡΙΑΣ,Δ. ΠΥΔΝΑΣ-ΚΟΛΙΝΔΡΟΥ,2017-03-25 11:34:00,1.0
4345,Τ.Κ. ΠΑΛΙΑΜΠΕΛΩΝ,2017-03-25 19:15:00,ΠΙΕΡΙΑΣ,Δ. ΠΥΔΝΑΣ-ΚΟΛΙΝΔΡΟΥ,2017-03-25 18:44:00,1.0
4346,Τ.Κ ΣΑΡΑΚΙΝΑΣ,2017-03-25 18:00:00,ΓΡΕΒΕΝΩΝ,Δ. ΓΡΕΒΕΝΩΝ,2017-03-25 16:31:00,20.0
4347,Τ.Κ ΚΕΝΤΡΟΥ,2017-03-25 19:45:00,ΓΡΕΒΕΝΩΝ,Δ. ΓΡΕΒΕΝΩΝ,2017-03-25 17:15:00,8.0
4348,Τ.Κ. ΔΕΣΠΟΤΙΚΟΥ,2017-03-25 16:20:00,Δ/ΝΣΗ ΔΑΣΩΝ ΙΩΑΝΝΙΝΩΝ,Δ. ΙΩΑΝΝΙΤΩΝ,2017-03-25 13:15:00,10.0
4349,"""""""ΛΑΚΟΣ ΤΟΠΟΛΙΤΣΑΣ""""""",2017-03-25 20:00:00,ΚΟΝΙΤΣΑΣ,Δ. ΚΟΝΙΤΣΑΣ,2017-03-25 19:00:00,10.0
4350,Τ.Κ ΑΓ ΓΕΩΡΓΙΟΥ,,,Δ. ΖΗΡΟΥ,2017-03-25 15:30:00,5.0
4351,ΓΥΡΤΩΝΗ-ΑΜΠΕΛΩΝΑ,2017-03-25 23:55:00,ΛΑΡΙΣΑΣ,Δ. ΤΥΡΝΑΒΟΥ,2017-03-25 22:50:00,0.1
4352,Τ/Κ ΣΥΚΕΑΣ,2017-03-25 16:20:00,ΕΛΑΣΣΟΝΑΣ,Δ. ΕΛΑΣΣΟΝΑΣ,2017-03-25 14:50:00,3.0
4353,ΑΓΡΟΤ.ΠΕΡΙΟΧΗ ΣΥΚΕΩΝΑΣ,2017-03-25 18:10:00,ΚΑΡΔΙΤΣΑΣ,Δ. ΠΑΛΑΜΑ,2017-03-25 17:30:00,1.0
4354,ΑΚΟΝΙΑ,2017-03-25 18:45:00,ΠΑΤΡΩΝ,Δ. ΑΙΓΙΑΛΕΙΑΣ,2017-03-25 16:58:00,0.4
4355,ΑΣΤΡΟΒΙΤΣΑ Δ.Κ ΑΙΤΩΛΙΚΟΥ,2017-03-25 19:15:00,ΜΕΣΟΛΟΓΓΙΟΥ,Δ. ΙΕΡΑΣ ΠΟΛΗΣ ΜΕΣΟΛΟΓΓΙΟΥ,2017-03-25 13:30:00,12.0
4356,"""ΡΑ""""Ι""""ΝΕΣ""",2017-03-25 17:45:00,ΑΓΡΙΝΙΟΥ,Δ. ΑΓΡΙΝΙΟΥ,2017-03-25 16:10:00,1.2
4357,ΦΛΕΣΟΥΡΙΑ,2017-03-25 21:40:00,ΑΓΡΙΝΙΟΥ,Δ. ΘΕΡΜΟΥ,2017-03-25 15:50:00,2.0
4358,ΑΓΙΟΣ ΙΩΑΝΝΗΣ,2017-03-25 15:40:00,ΠΥΡΓΟΥ,Δ. ΠΥΡΓΟΥ,2017-03-25 14:58:00,0.1
4359,ΔΡΑΓΟΥΝΙ,2017-03-26 19:30:00,ΚΥΝΟΥΡΙΑΣ,Δ. ΒΟΡΕΙΑΣ ΚΥΝΟΥΡΙΑΣ,2017-03-25 16:40:00,70.0
4360,ΒΕΛΙΓΟΣΤΗ,2017-03-25 19:30:00,ΤΡΙΠΟΛΗΣ,Δ. ΜΕΓΑΛΟΠΟΛΗΣ,2017-03-25 16:33:00,4.0
4361,ΚΕΛΕΦΑ,2017-03-25 19:55:00,ΓΥΘΕΙΟΥ,Δ. ΑΝΑΤΟΛΙΚΗΣ ΜΑΝΗΣ,2017-03-25 18:54:00,5.0
4362,ΠΡΟΦΗΤΗΣ ΗΛΙΑΣ ΑΧΛΑΔΟΚΑΜΠΟΥ,,,Δ. ΑΡΓΟΥΣ - ΜΥΚΗΝΩΝ,2017-03-25 08:49:00,30.0
4363,ΚΑΜΑΡΕΤΑ ΧΙΛΙΟΜΟΔΙ,,,Δ. ΚΟΡΙΝΘΙΩΝ,2017-03-25 10:06:00,0.1
4364,ΘΕΣΗ ΧΑΡΒΟΥΡΙ,2017-03-25 14:32:00,ΛΙΒΑΔΕΙΑΣ,Δ. ΛΕΒΑΔΕΩΝ,2017-03-25 14:13:00,0.05
4365,ΜΕΤΑΜΟΡΦΩΣΗ,2017-03-25 16:40:00,ΑΛΙΒΕΡΙΟΥ,Δ. ΚΥΜΗΣ - ΑΛΙΒΕΡΙΟΥ,2017-03-25 12:40:00,2.0
4366,ΠΕΡΝΙΑ,2017-03-25 14:15:00,ΑΛΙΒΕΡΙΟΥ,Δ. ΚΥΜΗΣ - ΑΛΙΒΕΡΙΟΥ,2017-03-25 14:15:00,3.0
4367,ΚΑΤΣΟΜΑΤΟΣ,2017-03-25 17:40:00,ΑΓΙΟΥ ΝΙΚΟΛΑΟΥ,Δ. ΑΓΙΟΥ ΝΙΚΟΛΑΟΥ,2017-03-25 15:38:00,0.1
4368,ΝΕΟ ΜΥΡΤΟΣ,,Ν. ΛΑΣΙΘΙΟΥ,Δ. ΙΕΡΑΠΕΤΡΑΣ,2017-03-25 13:19:00,0.3
4369,ΣΤΑΘΜΟΣ ΠΛΗΣΙΟΝ ΑΠΟΘΗΚΕΣ ΕΝΩΣΕΩΣ,2017-03-26 16:30:00,Δ/ΝΣΗ ΔΑΣΩΝ Ν.ΡΟΔΟΠΗΣ,Δ. ΚΟΜΟΤΗΝΗΣ,2017-03-26 15:10:00,0.5
4370,ΑΓΡΟΤΙΚΗ ΠΕΡΙΟΧΗ ΑΜΑΡΑΝΤΩΝ,2017-03-26 21:42:00,ΡΟΔΟΠΗΣ,Δ. ΜΑΡΩΝΕΙΑΣ - ΣΑΠΩΝ,2017-03-26 20:39:00,3.0
4371,Δ.Δ. ΛΥΔΙΑΣ ΚΑΒΑΛΑΣ,2017-03-26 20:09:00,ΚΑΒΑΛΑΣ,Δ. ΚΑΒΑΛΑΣ,2017-03-26 19:29:00,0.1
4372,Δ.Δ. ΠΟΤΑΜΙΑΣ ΘΑΣΟΥ,2017-03-26 23:30:00,ΘΑΣΟΥ,Δ. ΘΑΣΟΥ,2017-03-26 16:00:00,5.0
4373,ΕΞΟΧΗ,2017-03-26 14:35:00,ΚΑΒΑΛΑΣ,Δ. ΠΑΓΓΑΙΟΥ,2017-03-26 13:50:00,1.0
4374,ΑΓΡΟΤΙΚΗ ΠΕΡΙΟΧΗ ΧΡΥΣΟΥΠΟΛΗΣ,2017-03-26 20:05:00,,Δ. ΝΕΣΤΟΥ,2017-03-26 19:30:00,0.2
4375,Τ.Κ. ΠΟΤΑΜΩΝ,2017-03-27 14:30:00,Κ. ΝΕΥΡΟΚΟΠΙΟΥ,Δ. ΚΑΤΩ ΝΕΥΡΟΚΟΠΙΟΥ,2017-03-26 07:00:00,15.0
4376,Τ.Κ. ΣΙΔΗΡΟΥΣ,,,Δ. ΣΟΥΦΛΙΟΥ,2017-03-26 16:14:00,10.0
4377,ΑΓΡΟΤΙΚΗ ΠΕΡΙΟΧΗ ΚΑΤΩ ΓΕΦΥΡΑΣ,2017-03-27 00:20:00,ΘΕΣΣΑΛΟΝΙΚΗΣ,Δ. ΧΑΛΚΗΔΟΝΟΣ,2017-03-26 23:19:00,1.0
4378,ΑΓΡΟΤΙΚΗ ΠΕΡΙΟΧΗ ΑΝΑΤΟΛΙΚΟΥ,2017-03-26 14:15:00,ΘΕΣΣΑΛΟΝΙΚΗΣ,Δ. ΔΕΛΤΑ,2017-03-26 13:14:00,1.0
4379,ΝΕΟΧΩΡΙ - ΜΑΝΔΡΑΚΙ,,ΣΙΔΗΡΟΚΑΣΤΡΟΥ,Δ. ΣΙΝΤΙΚΗΣ,2017-03-26 15:10:00,0.5
4380,ΤΚ ΠΛΑΤΑΝΑΚΙΑ,,ΣΙΔΗΡΟΚΑΣΤΡΟΥ,Δ. ΣΙΝΤΙΚΗΣ,2017-03-26 16:55:00,1.0
4381,ΤΚ ΠΛΑΤΑΝΑΚΙΩΝ,,ΣΙΔΗΡΟΚΑΣΤΡΟΥ,Δ. ΣΙΝΤΙΚΗΣ,2017-03-26 17:30:00,0.05
4382,ΑΓ. ΠΕΡ. ΠΟΛΥΚΑΣΤΡΟΥ,2017-03-26 16:40:00,ΚΙΛΚΙΣ,Δ. ΠΑΙΟΝΙΑΣ,2017-03-26 14:35:00,1.5
4383,Τ.Κ. ΜΑΥΡΟΒΟΥΝΙΟΥ ΔΗΜΟΥ ΣΚΥΔΡΑΣ,,,Δ. ΣΚΥΔΡΑΣ,2017-03-26 13:32:00,0.5
4384,ΑΓΡΟΤΙΚΗ ΠΕΡΙΟΧΗ ΑΓΙΟΥ ΓΕΩΡΓΙΟΥ,2017-03-26 15:45:00,ΕΔΕΣΣΑΣ,Δ. ΠΕΛΛΑΣ,2017-03-26 14:50:00,0.3
4385,"""ΑΓΡΟΤΙΚΗ  ΠΕΡΙΟΧΗ  ΒΕΡΟΙΑΣ , """" ΜΑΥΡΟΔΕΝΔΡΙ """"""",2017-03-26 20:40:00,ΒΕΡΟΙΑΣ,Δ. ΒΕΡΟΙΑΣ,2017-03-26 20:04:00,0.1
4386,Τ.Κ. ΑΓΙΟΥ ΔΗΜΗΤΡΙΟΥ,2017-03-26 22:05:00,ΠΙΕΡΙΑΣ,Δ. ΚΑΤΕΡΙΝΗΣ,2017-03-26 20:26:00,0.1
4387,Τ.Κ ΑΜΥΓΔΑΛΙΩΝ,2017-03-26 22:15:00,ΓΡΕΒΕΝΩΝ,Δ. ΓΡΕΒΕΝΩΝ,2017-03-26 20:44:00,3.0
4388,Τ.Κ. ΣΥΒΟΤΩΝ,2017-03-27 12:20:00,ΘΕΣΠΡΩΤΙΑΣ,Δ. ΗΓΟΥΜΕΝΙΤΣΑΣ,2017-03-26 15:38:00,0.05
4389,Δ.Δ ΑΧΙΛΛΕΙΟΥ,,ΛΑΡΙΣΑΣ,Δ. ΦΑΡΣΑΛΩΝ,2017-03-26 16:05:00,1.0
4390,ΑΓΡΟΤΙΚΗ ΠΕΡΙΟΧΗ ΑΜΠΕΛΩΝΑ,2017-03-26 13:10:00,ΛΑΡΙΣΑΣ,Δ. ΤΥΡΝΑΒΟΥ,2017-03-26 12:05:00,3.0
4391,ΑΓΡΟΤΙΚΗ ΠΕΡΙΟΧΗ ΟΜΟΡΦΟΧΩΡΙΟΥ,2017-03-26 20:10:00,ΛΑΡΙΣΑΣ,Δ. ΚΙΛΕΛΕΡ,2017-03-26 19:00:00,2.0
4392,Δ.Δ ΓΥΡΤΩΝΗΣ,2017-03-26 17:30:00,ΛΑΡΙΣΑΣ,Δ. ΛΑΡΙΣΑΙΩΝ,2017-03-26 16:30:00,0.2
4393,ΤΚ ΚΡΗΝΗΣ,2017-03-26 19:45:00,ΤΡΙΚΑΛΩΝ,Δ. ΦΑΡΚΑΔΟΝΑΣ,2017-03-26 19:05:00,0.5
4394,ΤΚ ΚΡΗΝΗΣ,2017-03-26 21:19:00,ΤΡΙΚΑΛΩΝ,Δ. ΦΑΡΚΑΔΟΝΑΣ,2017-03-26 21:00:00,0.1
4395,ΠΕΡΙΦΕΡΕΙΑ ΨΑΘΟΧΩΡΑΣ,2017-03-26 22:30:00,ΚΑΡΔΙΤΣΑΣ,Δ. ΠΑΛΑΜΑ,2017-03-26 21:45:00,4.0
4396,ΝΕΟΣ ΕΡΙΝΕΟΣ,2017-03-26 19:00:00,ΠΑΤΡΩΝ,Δ. ΑΙΓΙΑΛΕΙΑΣ,2017-03-26 12:58:00,10.0
4397,ΖΑΒΑΤΟ,2017-03-26 19:55:00,ΑΙΓΙΟΥ,Δ. ΑΙΓΙΑΛΕΙΑΣ,2017-03-26 18:58:00,0.5
4398,ΒΡΩΣΘΕΝΑ,2017-03-26 19:00:00,ΑΙΓΙΟΥ,Δ. ΑΙΓΙΑΛΕΙΑΣ,2017-03-26 14:50:00,4.0
4399,ΑΓΙΟΣ ΔΗΜΗΤΡΙΟΥ,2017-03-26 19:35:00,ΜΕΣΟΛΟΓΓΙΟΥ,Δ. ΙΕΡΑΣ ΠΟΛΗΣ ΜΕΣΟΛΟΓΓΙΟΥ,2017-03-26 18:34:00,0.5
4400,ΛΑΓΓΑΔΙΑ,2017-03-26 16:45:00,ΑΓΡΙΝΙΟΥ,Δ. ΑΓΡΙΝΙΟΥ,2017-03-26 16:20:00,0.2
4401,ΚΟΛΥΡΕ'Ι'ΚΕΣ ΠΑΡΑΓΚΕΣ,2017-03-26 17:45:00,ΠΥΡΓΟΥ,Δ. ΠΥΡΓΟΥ,2017-03-26 17:00:00,0.5
4402,ΚΥΔΩΝΙΤΣΑ,2017-03-26 13:25:00,ΚΑΛΑΜΑΤΑΣ,Δ. ΜΕΣΣΗΝΗΣ,2017-03-26 12:29:00,0.5
4403,Ν. Π/Α ΚΑΛΑΜΑΤΑΣ,2017-03-26 16:55:00,ΚΑΛΑΜΑΤΑΣ,Δ. ΚΑΛΑΜΑΤΑΣ,2017-03-26 16:05:00,0.5
4404,ΒΑΝΑΔΑ,2017-03-26 20:38:00,ΚΥΠΑΡΙΣΣΙΑΣ,Δ. ΤΡΙΦΥΛΛΙΑΣ,2017-03-26 12:23:00,1.0
4405,ΣΤΙΜΑΓΚΑ,2017-03-26 21:20:00,ΚΟΡΙΝΘΟΥ,Δ. ΒΕΛΟΥ-ΒΟΧΑΣ,2017-03-26 19:00:00,1.0
4406,ΜΟΥΛΚΙ,2017-03-27 00:25:00,ΚΟΡΙΝΘΟΥ,Δ. ΣΙΚΥΩΝΙΩΝ,2017-03-26 21:50:00,0.1
4407,ΠΑΡΟΥ,2017-03-26 12:00:00,ΧΑΛΚΙΔΑΣ,Δ. ΧΑΛΚΙΔΕΩΝ,2017-03-26 10:20:00,0.2
4408,ΑΓΙΑ ΕΙΡΗΝΗ,2017-03-26 13:10:00,ΧΑΛΚΙΔΑΣ,Δ. ΔΙΡΦΥΩΝ - ΜΕΣΣΑΠΙΩΝ,2017-03-26 12:30:00,2.0
4409,"""""""ΣΚΑΝΙΑΡΗΣ""""""",2017-03-26 16:25:00,ΧΑΛΚΙΔΑΣ,Δ. ΔΙΡΦΥΩΝ - ΜΕΣΣΑΠΙΩΝ,2017-03-26 13:45:00,1.0
4410,ΜΙΣΟΚΑΜΠΟΣ,2017-03-26 13:00:00,ΑΛΙΒΕΡΙΟΥ,Δ. ΚΥΜΗΣ - ΑΛΙΒΕΡΙΟΥ,2017-03-26 10:45:00,0.5
4411,ΑΝΔΡΩΝΙΑΝΟΙ,2017-03-26 15:30:00,ΑΛΙΒΕΡΙΟΥ,Δ. ΚΥΜΗΣ - ΑΛΙΒΕΡΙΟΥ,2017-03-26 11:20:00,1.0
4412,ΟΡΙΟ,2017-03-26 23:00:00,ΑΛΙΒΕΡΙΟΥ,Δ. ΚΥΜΗΣ - ΑΛΙΒΕΡΙΟΥ,2017-03-26 19:30:00,3.0
4413,ΠΕΡΑΜΑΤΑ-ΜΙΣΟΚΑΜΠΟΣ,2017-03-26 21:25:00,ΑΛΙΒΕΡΙΟΥ,Δ. ΚΥΜΗΣ - ΑΛΙΒΕΡΙΟΥ,2017-03-26 20:05:00,0.1
4414,"""""""ΠΑΛΙΑΤΙ"""" ΚΟΚΚΙΝΟΜΗΛΙΑΣ""",2017-03-26 10:15:00,ΙΣΤΙΑΙΑΣ,Δ. ΙΣΤΙΑΙΑΣ - ΑΙΔΗΨΟΥ,2017-03-26 00:09:00,1.0
4415,"""""""ΚΟΥΡΟΥΜΠΛΑ"""" ΡΟΒΙΕΣ""",2017-03-26 20:30:00,ΛΙΜΝΗΣ,Δ. ΜΑΝΤΟΥΔΙΟΥ - ΛΙΜΝΗΣ - ΑΓΙΑΣ ΑΝΝΑΣ,2017-03-26 16:10:00,1.5
4416,ΒΟΥΡΚΩΤΗ ΖΕΝΙΟ ΑΝΔΡΟΥ,2017-03-27 14:10:00,ΑΝΔΡΟΥ,Δ. ΑΝΔΡΟΥ,2017-03-26 14:30:00,1000.0
4417,ΛΕΠΙΔΑ-ΟΡΘΟΥΝΙ,,,Δ. ΠΛΑΤΑΝΙΑ,2017-03-26 10:30:00,0.15000000000000002
4418,ΑΣΦΕΝΔΙΛΕΣ ΣΕΛΙΝΟΥ (Δ.Ε. ΠΕΛΕΚΑΝΟΥ),2017-03-27 07:41:00,ΧΑΝΙΩΝ,Δ. ΚΑΝΤΑΝΟΥ-ΣΕΛΙΝΟΥ,2017-03-26 11:30:00,4.0
4419,ΚΟΥΝΤΟΥΡΑ ΣΕΛΙΝΟΥ (Δ.Ε. ΠΕΛΕΚΑΝΟΥ),,,Δ. ΚΑΝΤΑΝΟΥ-ΣΕΛΙΝΟΥ,2017-03-26 17:00:00,0.5
4420,ΣΤΡΟΒΛΕΣ Δ.ΚΙΣΑΜΟΥ (Δ.Ε. ΙΝΑΧΩΡΙΟΥ),2017-03-27 07:43:00,ΧΑΝΙΩΝ,Δ. ΚΙΣΣΑΜΟΥ,2017-03-26 19:50:00,0.5
4421,ΔΑΡΙΒΙΑΝΑ,2017-03-26 01:40:00,ΡΕΘΥΜΝΟΥ,Δ. ΑΓΙΟΥ ΒΑΣΙΛΕΙΟΥ,2017-03-26 00:00:00,0.01
4422,ΘΡΥΠΤΗ,,Ν. ΛΑΣΙΘΙΟΥ,Δ. ΙΕΡΑΠΕΤΡΑΣ,2017-03-26 10:30:00,0.5
4423,ΑΝΑΛΗΨΗ,2017-03-26 14:40:00,,Δ. ΚΕΡΚΥΡΑΣ,2017-03-26 13:20:00,0.1
4424,ΔΙΑΣΤΑΥΡΩΣΗ ΠΑΡΑΔΗΜΗΣ,2017-03-27 19:44:00,Δ/ΝΣΗ ΔΑΣΩΝ Ν. ΡΟΔΟΠΗΣ,Δ. ΚΟΜΟΤΗΝΗΣ,2017-03-27 19:44:00,1.0
4425,Τ.Κ .ΓΚΡΙΜΠΟΒΟΥ,2017-03-27 15:00:00,Δ/ΝΣΗ ΔΑΣΩΝ ΙΩΑΝΝΙΝΩΝ,Δ. ΖΙΤΣΑΣ,2017-03-27 14:15:00,0.5
4426,ΠΕΡΑΝΘΗ,2017-03-27 20:10:00,ΑΡΤΑΣ,Δ. ΝΙΚΟΛΑΟΥ ΣΚΟΥΦΑ,2017-03-27 19:43:00,0.02
4427,Τ.Κ ΜΕΛΙΒΟΙΑΣ-ΑΛΛΗΧΩΡΑ,2017-03-28 03:40:00,ΑΓΙΑΣ,Δ. ΑΓΙΑΣ,2017-03-27 01:15:00,0.5
4428,Δ.Δ ΜΕΛΙΣΣΟΧΩΡΙΟΥ (ΑΓΡΟΤΙΚΗ ΠΕΡΙΟΧΗ),2017-03-27 21:40:00,ΛΑΡΙΣΑΣ,Δ. ΛΑΡΙΣΑΙΩΝ,2017-03-27 21:00:00,0.5
4429,ΒΙ.ΠΕ ΛΑΡΙΣΑΣ,2017-03-27 03:00:00,ΛΑΡΙΣΑΣ,Δ. ΤΕΜΠΩΝ,2017-03-27 02:15:00,0.1
4430,Δ/Κ ΚΡΑΝΕΑΣ,2017-03-27 18:45:00,ΕΛΑΣΣΟΝΑΣ,Δ. ΕΛΑΣΣΟΝΑΣ,2017-03-27 17:03:00,0.2
4431,ΠΑΝΤΑΝΑΣΣΑ,2017-03-27 15:25:00,ΑΓΡΙΝΙΟΥ,Δ. ΑΓΡΙΝΙΟΥ,2017-03-27 14:10:00,0.5
4432,Τ.Κ. ΣΤΑΝΟΣ ''ΑΓΡΥΛΟΣ'',2017-03-27 16:10:00,,Δ. ΑΜΦΙΛΟΧΙΑΣ,2017-03-27 15:30:00,0.02
4433,ΧΑΝΑΚΙΑ,2017-03-27 18:37:00,ΠΥΡΓΟΥ,Δ. ΠΥΡΓΟΥ,2017-03-27 17:48:00,1.0
4434,ΣΤΡΕΦΙ,2017-03-27 18:15:00,ΠΥΡΓΟΥ,Δ. ΑΡΧΑΙΑΣ ΟΛΥΜΠΙΑΣ,2017-03-27 17:40:00,0.05
4435,ΚΟΥΡΤΕΣΙ,2017-03-27 14:00:00,ΑΜΑΛΙΑΔΑΣ,Δ. ΑΝΔΡΑΒΙΔΑΣ - ΚΥΛΛΗΝΗΣ,2017-03-27 13:25:00,10.0
4436,ΛΕΧΑΙΝΑ,2017-03-27 19:00:00,ΑΜΑΛΙΑΔΑΣ,Δ. ΑΝΔΡΑΒΙΔΑΣ - ΚΥΛΛΗΝΗΣ,2017-03-27 17:15:00,2.0
4437,Τ.Κ. ΜΑΚΡΗΣ,2017-03-27 19:00:00,ΤΡΙΠΟΛΗΣ,Δ. ΤΡΙΠΟΛΗΣ,2017-03-27 18:38:00,0.02
4438,ΚΑΤΑΡΑΧΗ,2017-03-27 21:20:00,,Δ. ΜΕΓΑΛΟΠΟΛΗΣ,2017-03-27 20:19:00,1.0
4439,ΔΥΤ. Α/Δ ΚΑΛΑΜΑΤΑΣ,2017-03-27 12:40:00,ΚΑΛΑΜΑΤΑΣ,Δ. ΜΕΣΣΗΝΗΣ,2017-03-27 11:27:00,1.5
4440,ΣΤΥΛΙΑ,2017-03-27 13:55:00,ΞΥΛΟΚΑΣΤΡΟΥ,Δ. ΞΥΛΟΚΑΣΤΡΟΥ-ΕΥΡΩΣΤΙΝΗΣ,2017-03-27 12:25:00,4.0
4441,ΣΤΑΘΜΟΣ ΔΑΥΛΕΙΑΣ,2017-03-27 11:05:00,ΛΙΒΑΔΕΙΑΣ,Δ. ΛΕΒΑΔΕΩΝ,2017-03-27 10:30:00,0.04
4442,ΝΕΡΟΤΡΙΒΙΑ,2017-03-27 17:45:00,ΧΑΛΚΙΔΑΣ,Δ. ΔΙΡΦΥΩΝ - ΜΕΣΣΑΠΙΩΝ,2017-03-27 02:50:00,1.5
4443,"""""""ΣΟΥΤΣΙΝΙ""""""",2017-03-27 16:00:00,ΑΛΙΒΕΡΙΟΥ,Δ. ΚΥΜΗΣ - ΑΛΙΒΕΡΙΟΥ,2017-03-27 05:35:00,10.0
4444,ΚΑΜΕΙΡΟΣ ΣΚΑΛΑΣ,2017-03-27 17:40:00,,Δ. ΡΟΔΟΥ,2017-03-27 14:40:00,0.1
4445,ΑΝΕΦΑΝΤΗΣ ΑΓΙΟΥ ΚΗΡΥΚΟΥ ΙΚΑΡΙΑΣ,2017-03-27 14:45:00,,Δ. ΙΚΑΡΙΑΣ,2017-03-27 13:35:00,0.03
4446,ΚΟΥΜΕΙΚΑ ΣΑΜΟΥ,2017-03-27 22:00:00,,Δ. ΣΑΜΟΥ,2017-03-27 21:38:00,0.05
4447,ΔΥΧΑΛΟΣ,2017-03-27 13:45:00,ΗΡΑΚΛΕΙΟΥ,Δ. ΓΟΡΤΥΝΑΣ,2017-03-27 12:55:00,0.05
4448,ΑΣΤΥΡΑΚΙ,2017-03-27 17:30:00,ΗΡΑΚΛΕΙΟΥ,Δ. ΜΑΛΕΒΙΖΙΟΥ,2017-03-27 12:20:00,6.0
4449,ΚΕΧΡΕΣ ΠΑΛΑΙΩΝ ΡΟΥΜΑΤΩΝ Δ. ΠΛΑΤΑΝΙΑ,2017-03-27 14:15:00,ΧΑΝΙΩΝ,Δ. ΠΛΑΤΑΝΙΑ,2017-03-27 11:30:00,0.05
4450,ΣΦΑΚΟΣ Δ.ΚΑΝΤΑΝΟΥ ΣΕΛΙΝΟΥ (Δ.Ε. ΚΑΝΤΑΝΟΥ),2017-03-28 02:45:00,ΧΑΝΙΩΝ,Δ. ΚΑΝΤΑΝΟΥ-ΣΕΛΙΝΟΥ,2017-03-27 22:30:00,0.01
4451,ΚΑΛΑΜΑΣ,2017-03-27 09:45:00,ΡΕΘΥΜΝΟΥ,Δ. ΜΥΛΟΠΟΤΑΜΟΥ,2017-03-27 08:41:00,0.05
4452,ΚΑΤΩ ΓΑΡΟΥΝΑ,2017-03-27 16:20:00,,Δ. ΚΕΡΚΥΡΑΣ,2017-03-27 14:30:00,0.1
4453,ΜΑΓΓΑΝΑ,2017-03-29 00:05:00,ΞΑΝΘΗΣ,Δ. ΤΟΠΕΙΡΟΥ,2017-03-28 22:55:00,1.0
4454,ΑΓΡΟΤΙΚΗ ΠΕΡΙΟΧΗ ΑΙΣΥΜΗΣ,2017-03-28 20:15:00,ΑΛΕΞΑΝΔΡΟΥΠΟΛΗΣ,Δ. ΑΛΕΞΑΝΔΡΟΥΠΟΛΗΣ,2017-03-28 15:00:00,12.0
4455,ΑΓΡΟΤΙΚΗ ΠΕΡΙΟΧΗ ΑΡΙΣΤΕΙΝΟΥ,2017-03-28 18:45:00,ΑΛΕΞΑΝΔΡΟΥΠΟΛΗΣ,Δ. ΑΛΕΞΑΝΔΡΟΥΠΟΛΗΣ,2017-03-28 17:40:00,2.0
4456,ΑΓΡΟΤΙΚΗ ΠΕΡΙΟΧΗ ΠΕΝΤΑΛΟΦΟΥ,2017-03-28 19:25:00,ΔΙΔ/ΧΟΥ,Δ. ΟΡΕΣΤΙΑΔΑΣ,2017-03-28 18:50:00,0.5
4457,ΟΡΜΥΛΙΑΣ,,,Δ. ΠΟΛΥΓΥΡΟΥ,2017-03-28 11:04:00,0.3
4458,ΑΓΡ. ΠΕΡ. ΕΥΡΩΠΟΥ,2017-03-28 18:10:00,ΓΟΥΜΕΝΙΣΣΑΣ,Δ. ΠΑΙΟΝΙΑΣ,2017-03-28 16:40:00,0.5
4459,Τ.Κ. ΖΕΡΒΗΣ ΔΗΜΟΥ ΕΔΕΣΣΑΣ,,,Δ. ΕΔΕΣΣΑΣ,2017-03-28 14:29:00,2.0
4460,ΑΓΡΟΤΙΚΗ ΠΕΡΙΟΧΗ Ν. ΜΥΛΟΤΟΠΟΥ,2017-03-28 18:53:00,ΕΔΕΣΣΑΣ,Δ. ΠΕΛΛΑΣ,2017-03-28 18:09:00,0.5
4461,Τ.Κ. ΒΡΥΑΣ,2017-03-29 00:35:00,ΠΙΕΡΙΑΣ,Δ. ΚΑΤΕΡΙΝΗΣ,2017-03-28 19:55:00,5.0
4462,Τ.Κ.ΑΜΦΙΘΕΑΣ,2017-03-28 23:55:00,Δ/ΝΣΗ ΔΑΣΩΝ ΙΩΑΝΝΙΝΩΝ,Δ. ΙΩΑΝΝΙΤΩΝ,2017-03-28 19:55:00,70.0
4463,ΓΑΒΡΙΑ,2017-03-28 17:20:00,ΑΡΤΑΣ,Δ. ΑΡΤΑΙΩΝ,2017-03-28 17:00:00,0.05
4464,ΚΥΔΩΝΙΕΣ,2017-03-28 04:30:00,ΠΑΤΡΩΝ,Δ. ΕΡΥΜΑΝΘΟΥ,2017-03-28 03:33:00,0.1
4465,ΓΛΑΥΚΟΣ,2017-03-28 08:11:00,ΠΑΤΡΩΝ,Δ. ΠΑΤΡΕΩΝ,2017-03-28 07:18:00,0.1
4466,ΑΡΑΞΟΣ,2017-03-28 15:50:00,ΠΑΤΡΩΝ,Δ. ΔΥΤΙΚΗΣ ΑΧΑΪΑΣ,2017-03-28 13:10:00,1.5
4467,ΑΜΟΥΔΕΡΗ,2017-03-28 18:15:00,ΠΑΤΡΩΝ,Δ. ΔΥΤΙΚΗΣ ΑΧΑΪΑΣ,2017-03-28 17:50:00,0.8
4468,ΝΙΚΟΛΕΪΚΑ,2017-03-28 13:15:00,ΑΙΓΙΟΥ,Δ. ΑΙΓΙΑΛΕΙΑΣ,2017-03-28 12:15:00,0.1
