,address,end_time,forestry,municipality,start_time,area,longitude,latitude,temp,RH,wind,rain,conditions,description
14864,ΚΟΜΕΝΟ ΤΖΑΜΙ,2018-02-02 15:17:00,ΛΑΜΙΑΣ,Δ. ΔΟΜΟΚΟΥ,2018-02-02 14:50:00,0.5,23.5093,37.9681,15.0,85.0,15.9,0.0,Partially cloudy,Partly cloudy throughout the day.
14865,ΠΛΑΤΑΝΟΔΑΣΟΣ ΜΕΣΟΠΟΤΑΜΙΑ,2018-02-02 22:30:00,ΣΠΕΡΧΕΙΑΔΑΣ,Δ. ΜΑΚΡΑΚΩΜΗΣ,2018-02-02 19:55:00,3.0,21.1574,40.5049,13.0,69.8,20.9,0.126,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.
14866,ΠΤΕΡΟΥΝΤΑ ΛΕΣΒΟΥ,2018-02-02 16:55:00,Δ/ΝΣΗ ΔΑΣΩΝ ΛΕΣΒΟΥ,Δ. ΛΕΣΒΟΥ,2018-02-02 15:40:00,0.2,26.0556,39.213,16.1,61.9,26.7,0.021,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.
14867,ΟΡΕΙΝΟ,,Ν. ΛΑΣΙΘΙΟΥ,Δ. ΙΕΡΑΠΕΤΡΑΣ,2018-02-02 09:00:00,0.05,24.5504,41.159,15.0,87.6,9.4,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.
14868,ΦΑΝΕΡΩΜΕΝΗ ΜΟΝΑΣΤΗΡΙ,,Ν. ΛΑΣΙΘΙΟΥ,Δ. ΙΕΡΑΠΕΤΡΑΣ,2018-02-02 15:03:00,6.0,26.1061,40.8517,15.0,79.7,37.1,0.0,Partially cloudy,Partly cloudy throughout the day.
14869,ΓΑΛΑΤΙΣΤΑ,,,Δ. ΠΟΛΥΓΥΡΟΥ,2018-02-03 04:00:00,2.0,23.2763,40.4675,19.0,54.5,32.3,0.049,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.
14870,ΠΥΔΝΑΣ-ΚΟΛΙΝΔΡΟΣ,2018-02-03 21:30:00,Πιεριας,Δ. ΠΥΔΝΑΣ-ΚΟΛΙΝΔΡΟΥ,2018-02-03 20:24:00,1.0,22.4805,40.4791,17.4,57.4,27.4,0.0,Partially cloudy,Partly cloudy throughout the day.
14871,Τ.Κ ΜΕΛΙΒΟΙΑΣ,2018-02-04 08:00:00,ΑΓΙΑΣ,Δ. ΑΓΙΑΣ,2018-02-03 19:20:00,16.0,,,,,,,,
14872,ΒΡΥΟΤΟΠΟΣ,2018-02-03 18:50:00,ΛΑΡΙΣΑΣ,Δ. ΤΥΡΝΑΒΟΥ,2018-02-03 17:00:00,3.0,22.3754,39.761,17.8,69.8,22.8,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.
14873,ΣΤΟΜΙΟ,2018-02-03 13:30:00,ΑΓΙΑΣ,Δ. ΑΓΙΑΣ,2018-02-03 10:50:00,0.1,22.7225,39.8705,18.0,66.2,21.8,0.0,Partially cloudy,Partly cloudy throughout the day.
14874,ΠΑΛΑΙΟΠΥΡΓΟΣ,2018-02-03 18:00:00,ΛΑΡΙΣΑΣ,Δ. ΤΕΜΠΩΝ,2018-02-03 16:10:00,2.0,21.8167,39.6136,16.5,68.8,27.0,1.4,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.
14875,ΑΕΡΟΠΡΙΝΟ -ΚΑΡΙΤΣΑΣ,2018-02-04 14:10:00,ΛΑΡΙΣΑΣ,Δ. ΑΓΙΑΣ,2018-02-03 20:25:00,60.0,22.7755,37.0075,17.0,76.9,24.1,0.129,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.
14876,ΤΚ ΔΙΑΒΑΣ,2018-02-03 15:20:00,ΚΑΛΑΜΠΑΚΑΣ,Δ. ΜΕΤΕΩΡΩΝ,2018-02-03 14:40:00,2.0,,,,,,,,
14877,Ε 65 ΓΟΡΓΟΒΙΤΕΣ,2018-02-03 15:25:00,,Δ. ΚΑΡΔΙΤΣΑΣ,2018-02-03 14:42:00,0.2,22.0142,39.4044,18.1,71.9,17.0,1.4,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.
14878,Τ.Κ. ΕΛΛΗΝΟΠΥΡΓΟΥ- ΘΕΣΗ ΜΠΡΑΧΟΣ,2018-02-03 13:45:00,ΜΟΥΖΑΚΙΟΥ,Δ. ΜΟΥΖΑΚΙΟΥ,2018-02-03 12:38:00,5.0,21.7345,39.4003,18.1,69.7,27.0,1.4,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.
14879,Δ/Κ ΒΛΑΧΙΩΤΗ,,,Δ. ΕΥΡΩΤΑ,2018-02-03 13:57:00,0.1,,,,,,,,
14880,ΒΕΛΕΣΙΩΤΕΣ-ΕΚΚΑΡΑ ΠΕΡΙΟΧΗ ΒΑΛΤΟΣ,2018-02-03 19:40:00,ΛΑΜΙΑΣ,Δ. ΔΟΜΟΚΟΥ,2018-02-03 18:15:00,30.0,22.2455,39.1519,18.6,72.6,15.7,0.0,Partially cloudy,Partly cloudy throughout the day.
14881,ΠΡΟΦΗΤΗΣ ΗΛΙΑΣ,2018-02-03 18:30:00,ΛΑΜΙΑΣ,Δ. ΜΩΛΟΥ,2018-02-03 12:40:00,2.0,25.0997,35.2087,17.2,69.1,48.3,0.0,Partially cloudy,Partly cloudy throughout the day.
14882,"ΠΑΝΑΓΙΑ ΚΡΥΦΤΗ, ΜΕΛΙΝΤΑ ΠΛΩΜΑΡΙΟΥ",2018-02-03 23:45:00,Δ/ΝΣΗ ΔΑΣΩΝ ΛΕΣΒΟΥ,Δ. ΛΕΣΒΟΥ,2018-02-03 19:00:00,0.1,26.313,38.9874,16.1,74.1,37.9,0.989,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.
14883,ΓΟΜΑΤΙ - ΛΗΜΝΟΥ,2018-02-03 17:40:00,ΛΕΣΒΟΥ,Δ. ΛΗΜΝΟΥ,2018-02-03 17:19:00,3.0,25.0699,39.8704,16.0,79.6,44.6,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.
14884,ΚΑΡΥΕΣ,2018-02-03 10:35:00,,Δ. ΧΙΟΥ,2018-02-03 09:45:00,0.1,22.5002,37.2929,17.0,77.5,24.1,0.109,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.
14885,ΣΑΣΑΛΟΣ Δ.ΚΙΣΑΜΟΥ (Δ.Ε.ΜΥΘΗΜΝΗΣ),2018-02-03 18:10:00,ΧΑΝΙΩΝ,Δ. ΚΙΣΣΑΜΟΥ,2018-02-03 15:30:00,7.0,23.7101,35.4042,19.0,83.3,9.4,0.0,Partially cloudy,Partly cloudy throughout the day.
14886,ΣΩΜΑΤΑΣ,2018-02-03 15:55:00,ΡΕΘΥΜΝΗΣ,Δ. ΡΕΘΥΜΝΗΣ,2018-02-03 13:24:00,4.0,24.4584,35.3265,18.4,79.2,20.6,0.0,Partially cloudy,Partly cloudy throughout the day.
14887,ΜΥΡΙΟΚΕΦΑΛΑ,2018-02-03 17:45:00,ΡΕΘΥΜΝΟΥ,Δ. ΡΕΘΥΜΝΗΣ,2018-02-03 16:32:00,0.2,24.3034,35.2547,18.9,81.9,12.6,0.0,Partially cloudy,Partly cloudy throughout the day.
14888,ΛΑΓΚΑΔΑ ΠΑΛΑΙΚΑΣΤΡΟΥ,,Ν. ΛΑΣΙΘΙΟΥ,Δ. ΣΗΤΕΙΑΣ,2018-02-03 13:12:00,11.0,21.8245,39.655,16.4,68.8,27.0,1.4,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.
14889,Τ.Κ. ΕΛΛΗΝΙΚΟΥ ΔΗΜΟΥ ΑΡΓΟΥΣ ΜΥΚΗΝΩΝ,,,Δ. ΑΡΓΟΥΣ - ΜΥΚΗΝΩΝ,2018-02-04 13:19:00,1.0,,,,,,,,
14890,ΜΑΚΡΥ ΑΡΜΙ,2018-02-04 17:45:00,ΗΡΑΚΛΕΙΟΥ,Δ. ΦΑΙΣΤΟΥ,2018-02-04 16:15:00,0.2,25.7491,40.8567,15.0,85.8,51.1,14.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.
14891,ΣΚΙΝΙΑΣ,2018-02-04 18:50:00,ΗΡΑΚΛΕΙΟΥ,Δ. ΜΙΝΩΑ ΠΕΔΙΑΔΑΣ,2018-02-04 15:35:00,0.3,25.3053,35.053,19.0,70.5,46.4,0.0,Partially cloudy,Partly cloudy throughout the day.
14892,ΠΛΑΤΑΝΙΑΣ,,,Δ. ΠΛΑΤΑΝΙΑ,2018-02-04 10:30:00,10.0,23.9067,35.5172,17.0,79.1,14.8,0.0,Partially cloudy,Partly cloudy throughout the day.
14893,ΠΑΝΩ ΠΛΑΤΑΝΙΑΣ,,,Δ. ΠΛΑΤΑΝΙΑ,2018-02-04 14:50:00,0.04,23.9067,35.5172,17.0,79.1,14.8,0.0,Partially cloudy,Partly cloudy throughout the day.
14894,ΠΑΤΣΟ,2018-02-04 13:20:00,ΡΕΘΥΜΝΟΥ,Δ. ΑΜΑΡΙΟΥ,2018-02-04 10:08:00,2.5,24.573,35.2474,17.9,75.3,24.7,0.0,Partially cloudy,Partly cloudy throughout the day.
14895,ΑΝΑΒΑΖΟΥΣΑ,,Ν. ΛΑΣΙΘΙΟΥ,Δ. ΙΕΡΑΠΕΤΡΑΣ,2018-02-04 12:40:00,1.0,,,,,,,,
14896,ΛΥΓΑΡΑΣ ΠΙΣΚΟΚΕΦΑΛΟ,,Ν. ΛΑΣΙΘΙΟΥ,Δ. ΣΗΤΕΙΑΣ,2018-02-04 13:28:00,0.1,26.0935,35.1765,18.3,83.1,35.3,0.0,Partially cloudy,Partly cloudy throughout the day.
14897,ΑΓΙΟΣ ΔΙΟΝΥΣΙΟΣ,2018-02-05 19:05:00,ΠΙΕΡΙΑΣ,Δ. ΠΥΔΝΑΣ-ΚΟΛΙΝΔΡΟΥ,2018-02-05 17:40:00,0.8,23.6297,37.9499,16.7,61.3,19.6,0.0,Partially cloudy,Partly cloudy throughout the day.
14898,Τ.Κ. ΑΝΩΓΕΙΟΥ,2018-02-05 20:55:00,ΚΑΡΔΙΤΣΑΣ,Δ. ΣΟΦΑΔΩΝ,2018-02-05 19:40:00,0.1,,,,,,,,
14899,Τ.Κ. ΑΓΙΟΥ ΑΝΔΡΕΑ,2018-02-05 14:30:00,ΚΥΝΟΥΡΙΑΣ,Δ. ΒΟΡΕΙΑΣ ΚΥΝΟΥΡΙΑΣ,2018-02-05 10:50:00,1.0,20.5547,38.1313,15.0,77.4,18.3,0.0,Partially cloudy,Partly cloudy throughout the day.
14900,ΜΕΘΩΝΗ,2018-02-05 12:20:00,ΚΑΛΑΜΑΤΑΣ,Δ. ΠΥΛΟΥ-ΝΕΣΤΟΡΟΣ,2018-02-05 10:57:00,0.2,21.7062,36.82,16.0,56.6,24.1,0.0,Partially cloudy,Partly cloudy throughout the day.
14901,ΣΤΙΜΑΓΚΑ,2018-02-06 17:45:00,ΚΟΡΙΝΘΟΥ,Δ. ΒΕΛΟΥ-ΒΟΧΑΣ,2018-02-05 17:15:00,6.0,22.6993,37.9102,17.0,64.6,18.4,0.0,Partially cloudy,Partly cloudy throughout the day.
14902,ΠΕΡΙΟΧΗ ΚΑΡΑΜΟΥΖΙ ΔΕΡΒΕΝΙΟΥ,2018-02-05 19:00:00,ΞΥΛΟΚΑΣΤΡΟΥ,Δ. ΞΥΛΟΚΑΣΤΡΟΥ-ΕΥΡΩΣΤΙΝΗΣ,2018-02-05 16:30:00,0.1,,,,,,,,
14903,ΠΕΡΙΟΧΗ ΜΟΥΡΤΙΤΣΑ-ΣΥΡΠΑΤΙΝΑ,2018-02-05 15:20:00,ΑΤΑΛΑΝΤΗΣ,Δ. ΜΩΛΟΥ,2018-02-05 12:20:00,0.8,,,,,,,,
14904,"""""""ΚΑΤΩΧΩΡΙ""""""",2018-02-05 20:00:00,ΑΛΙΒΕΡΙΟΥ,Δ. ΚΥΜΗΣ - ΑΛΙΒΕΡΙΟΥ,2018-02-05 13:26:00,16.0,22.9957,39.3836,14.0,67.2,17.1,0.0,Partially cloudy,Partly cloudy throughout the day.
14905,ΑΣΠΟΥΣ,2018-02-05 19:15:00,ΑΛΙΒΕΡΙΟΥ,Δ. ΣΚΥΡΟΥ,2018-02-05 17:05:00,1.0,24.5664,38.877,14.1,78.8,27.7,0.0,Clear,Clear conditions throughout the day.
14906,ΑΞΟΓΥΡΟΣ ΓΕΡΑΚΑΡΙ ΚΑΜΠΟΣ,2018-02-05 16:30:00,ΡΕΘΥΜΝΗΣ,Δ. ΡΕΘΥΜΝΗΣ,2018-02-05 15:30:00,0.2,24.9181,37.4907,14.1,74.9,36.5,0.0,Partially cloudy,Partly cloudy throughout the day.
14907,ΜΑΓΟΥΛΑΔΕΣ -ΤΣΟΥΚΑΛΙΟ,2018-02-05 20:00:00,,Δ. ΚΕΡΚΥΡΑΣ,2018-02-05 18:50:00,1.5,19.6767,39.7559,18.0,82.1,9.4,0.0,Clear,Clear conditions throughout the day.
14908,ΣΤΑΝΟΤΟΠΙ ΠΑΝΤΑΝΑΣΣΑΣ,2018-02-06 14:25:00,ΜΟΛΑΩΝ,Δ. ΜΟΝΕΜΒΑΣΙΑΣ,2018-02-06 12:25:00,0.2,24.5937,35.2563,19.4,79.9,19.4,0.0,Partially cloudy,Partly cloudy throughout the day.
14909,ΠΛΑΤΑΝΟΔΑΣΟΣ ΜΕΣΟΠΟΤΑΜΙΑΣ,2018-02-06 16:00:00,ΣΠΕΡΧΕΙΑΔΑΣ,Δ. ΜΑΚΡΑΚΩΜΗΣ,2018-02-06 13:35:00,2.0,21.7282,37.014,17.0,73.1,43.6,0.0,Partially cloudy,Partly cloudy throughout the day.
14910,ΑΓΙΟΣ ΛΟΥΚΑΣ,2018-02-06 12:10:00,ΑΛΙΒΕΡΙΟΥ,Δ. ΚΥΜΗΣ - ΑΛΙΒΕΡΙΟΥ,2018-02-06 11:05:00,0.7,24.0249,38.4427,14.1,68.2,16.6,0.0,Partially cloudy,Partly cloudy throughout the day.
14911,ΑΝΤΙΑΣ,2018-02-06 18:20:00,ΑΛΙΒΕΡΙΟΥ,Δ. ΚΑΡΥΣΤΟΥ,2018-02-06 15:16:00,10.0,24.5349,38.0548,14.1,64.9,20.1,0.0,Partially cloudy,Clearing in the afternoon.
14912,ΠΟΤΑΜΟΣ ΞΗΡΙΑΣ,2018-02-07 11:00:00,ΙΣΤΙΑΙΑΣ,Δ. ΙΣΤΙΑΙΑΣ - ΑΙΔΗΨΟΥ,2018-02-06 20:20:00,5.0,25.9783,36.8976,14.7,60.5,19.5,0.0,Clear,Clear conditions throughout the day.
14913,ΟΡΟΣ ΖΕΥΣ ΦΑΝΑΡΙ ΝΑΞΟΥ,2018-02-07 13:50:00,ΝΑΞΟΥ,Δ. ΝΑΞΟΥ & ΜΙΚΡΩΝ ΚΥΚΛΑΔΩΝ,2018-02-06 17:12:00,200.0,22.895,40.6779,11.5,76.5,18.7,0.103,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.
14914,ΣΙΦΩΝΕΣ ΦΑΝΑΡΙ ΝΑΞΟΥ,2018-02-06 20:55:00,ΝΑΞΟΥ,Δ. ΝΑΞΟΥ & ΜΙΚΡΩΝ ΚΥΚΛΑΔΩΝ,2018-02-06 17:15:00,10.0,23.7458,40.2364,12.0,75.3,16.2,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.
14915,ΝΕΟΧΩΡΙ,,,Δ. ΕΜΜΑΝΟΥΗΛ ΠΑΠΠΑ,2018-02-07 16:45:00,0.2,21.2703,38.4101,16.6,69.5,28.7,0.0,Partially cloudy,Partly cloudy throughout the day.
14916,Ε.Ο.ΛΑΡΙΣΑΣ-ΚΟΖΑΝΗΣ(Τ.Κ ΑΡΓΥΡΟΠΟΥΛΙΟΥ),2018-02-07 11:50:00,ΛΑΡΙΣΑΣ,Δ. ΤΥΡΝΑΒΟΥ,2018-02-07 10:45:00,2.0,,,,,,,,
14917,Τ.Κ ΠΛΑΤΥΚΑΜΠΟΥ-ΓΛΑΥΚΗΣ,2018-02-08 00:40:00,ΛΑΡΙΣΑΣ,Δ. ΚΙΛΕΛΕΡ,2018-02-07 21:45:00,3.0,22.5749,39.6103,14.0,76.0,18.7,0.0,Partially cloudy,Partly cloudy throughout the day.
14918,ΠΕΡΙΦΕΡΕΙΑ ΑΣΤΡΙΤΣΑΣ,2018-02-07 19:30:00,ΚΑΡΔΙΤΣΑΣ,Δ. ΠΑΛΑΜΑ,2018-02-07 18:40:00,2.0,,,,,,,,
14919,ΑΓΙΟΣ ΒΑΣΙΛΕΙΟΣ,2018-02-07 11:15:00,,Δ. ΠΑΤΡΕΩΝ,2018-02-07 10:39:00,0.5,22.7958,37.8041,16.0,77.6,8.2,0.0,Partially cloudy,Partly cloudy throughout the day.
14920,ΚΟΥΡΤΑΓΑ ΜΕΣΟΛΟΓΓΙΟΥ,2018-02-07 12:50:00,ΜΕΣΟΛΟΓΓΙΟΥ,Δ. ΙΕΡΑΣ ΠΟΛΗΣ ΜΕΣΟΛΟΓΓΙΟΥ,2018-02-07 12:08:00,2.0,24.0289,35.5153,21.0,72.0,48.2,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.
14921,Κ. ΣΑΜΙΚΟ,2018-02-07 20:20:00,ΟΛΥΜΠΙΑΣ,Δ. ΑΝΔΡΙΤΣΑΙΝΑΣ - ΚΡΕΣΤΕΝΩΝ,2018-02-07 18:58:00,0.01,21.586,37.5726,17.7,69.4,24.0,0.0,Partially cloudy,Partly cloudy throughout the day.
14922,ΑΣΠΡΟΧΩΜΑ ΠΑΝΑΓΑΚΙΑ,2018-02-07 19:15:00,ΚΑΛΑΜΑΤΑΣ,Δ. ΚΑΛΑΜΑΤΑΣ,2018-02-07 18:05:00,0.5,23.4257,40.5912,13.0,70.2,27.7,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.
14923,ΓΛΥΚΟΡΙΖΙ,2018-02-07 20:10:00,ΚΥΠΑΡΙΣΣΙΑΣ,Δ. ΤΡΙΦΥΛΛΙΑΣ,2018-02-07 18:00:00,5.0,21.0052,39.1298,18.0,67.9,42.5,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.
14924,ΡΗΤΟ,,,Δ. ΚΟΡΙΝΘΙΩΝ,2018-02-07 10:54:00,0.2,22.9923,37.8186,15.8,76.8,7.9,0.0,Partially cloudy,Partly cloudy throughout the day.
14925,ΦΕΛΛΟΣ ΑΝΔΡΟΥ,2018-02-07 17:40:00,ΑΝΔΡΟΥ,Δ. ΑΝΔΡΟΥ,2018-02-07 15:00:00,1.0,24.9366,37.8363,17.0,71.1,40.0,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.
14926,ΒΑΜΟΣ ΑΠΟΚΟΡΩΝΟΥ,,,Δ. ΑΠΟΚΟΡΩΝΟΥ,2018-02-07 16:55:00,1.0,24.2104,35.4519,21.0,72.1,48.2,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.
14927,ΕΠΑΝΟΧΩΡΙ,2018-02-08 17:05:00,,Δ. ΚΑΝΤΑΝΟΥ-ΣΕΛΙΝΟΥ,2018-02-07 19:00:00,15.0,24.5024,38.0299,15.6,74.3,27.4,0.021,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.
14928,ΚΑΣΤΕΛΑΚΙΑ,,,Δ. ΡΕΘΥΜΝΗΣ,2018-02-07 11:49:00,0.1,,,,,,,,
14929,ΣΩΜΑΤΑΣ,,,Δ. ΡΕΘΥΜΝΗΣ,2018-02-07 13:15:00,0.1,24.4584,35.3265,21.2,68.6,42.9,0.528,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.
14930,ΑΜΠΕΛΑΚΙ,,ΡΕΘΥΜΝΗΣ,Δ. ΡΕΘΥΜΝΗΣ,2018-02-07 15:18:00,0.1,21.2161,38.9266,18.0,67.1,42.5,0.0,Partially cloudy,Partly cloudy throughout the day.
14931,ΑΓΙΟ ΠΝΕΥΜΑ ΑΥΓΟΥ ΚΑΒΟΥΣΙΟΥ,,Ν. ΛΑΣΙΘΙΟΥ,Δ. ΙΕΡΑΠΕΤΡΑΣ,2018-02-07 14:50:00,3.0,25.9041,35.1769,22.0,60.1,51.8,0.734,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.
14932,ΑΓΡΟΤΙΚΗ ΠΕΡΙΟΧΗ ΙΑΣΜΟΥ,2018-10-04 18:15:00,Δ/ΝΣΗ ΔΑΣΩΝ Ν. ΡΟΔΟΠΗΣ,Δ. ΙΑΣΜΟΥ,2018-10-04 17:43:00,3.0,,,,,,,,
14933,ΑΓΡ. ΠΕΡ. ΚΑΣΤΑΝΑ,2018-10-04 17:54:00,ΘΕΣΣΑΛΟΝΙΚΗ,Δ. ΧΑΛΚΗΔΟΝΟΣ,2018-10-04 16:17:00,10.0,,,,,,,,
14934,Τ.Κ. ΑΝΘΗΣ,2018-10-04 11:20:00,ΝΙΓΡΙΤΑΣ,Δ. ΒΙΣΑΛΤΙΑΣ,2018-10-04 10:30:00,1.0,,,,,,,,
14935,ΑΝΘΗ,2018-10-04 11:48:00,ΝΙΓΡΙΤΑΣ,Δ. ΒΙΣΑΛΤΙΑΣ,2018-10-04 10:30:00,3.0,23.5067,40.9448,25.9,55.6,27.7,0.0,Partially cloudy,Partly cloudy throughout the day.
14936,Τ.Κ. ΑΝΘΗΣ,2018-10-04 12:43:00,ΝΙΓΡΙΤΑΣ,Δ. ΒΙΣΑΛΤΙΑΣ,2018-10-04 12:32:00,0.5,,,,,,,,
14937,ΑΝΘΗ,2018-10-04 12:53:00,ΝΙΓΡΙΤΑΣ,Δ. ΒΙΣΑΛΤΙΑΣ,2018-10-04 12:43:00,5.0,23.5067,40.9448,25.9,55.6,27.7,0.0,Partially cloudy,Partly cloudy throughout the day.
14938,ΛΥΓΑΡΙΑ,2018-10-04 17:44:00,ΝΙΓΡΙΤΑΣ,Δ. ΒΙΣΑΛΤΙΑΣ,2018-10-04 15:30:00,20.0,22.3562,38.938,23.3,76.2,13.6,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.
14939,ΣΗΣΑΜΙΑ,2018-10-04 19:00:00,ΝΙΓΡΙΤΑΣ,Δ. ΒΙΣΑΛΤΙΑΣ,2018-10-04 17:45:00,8.0,23.4232,40.9579,25.6,55.3,27.7,0.0,Partially cloudy,Partly cloudy throughout the day.
14940,ΑΓΡ.ΠΕΡ.ΚΑΣΤΑΝΟΥΣΑΣ,2018-10-04 21:09:00,ΣΙΔΗΡΟΚΑΣΤΡΟΥ,Δ. ΣΙΝΤΙΚΗΣ,2018-10-04 20:40:00,0.5,,,,,,,,
14941,ΑΓΡ. ΠΕΡ. ΠΕΔΙΝΟΥ,2018-10-04 13:00:00,ΚΙΛΚΙΣ,Δ. ΚΙΛΚΙΣ,2018-10-04 11:59:00,10.0,,,,,,,,
14942,ΑΓΡ. ΠΕΡ. ΧΕΣΡΟΤΟΠΙΟΥ,2018-10-04 21:55:00,ΚΙΛΚΙΣ,Δ. ΠΑΙΟΝΙΑΣ,2018-10-04 19:41:00,80.0,,,,,,,,
14943,ΑΓΡ. ΠΕΡΙΟΧΗ ΕΥΡΩΠΟΥ,2018-10-04 13:10:00,ΓΟΥΜΕΝΙΣΣΑΣ,Δ. ΠΑΙΟΝΙΑΣ,2018-10-04 11:17:00,3.0,,,,,,,,
14944,Νερουλι,2018-10-04 14:45:00,Πιεριας,Δ. ΚΑΤΕΡΙΝΗΣ,2018-10-04 14:16:00,2.0,21.7362,36.8419,30.0,60.2,11.2,0.0,Partially cloudy,Partly cloudy throughout the day.
14945,Λιβαδακια,2018-10-04 22:42:00,Πιεριας,Δ. ΚΑΤΕΡΙΝΗΣ,2018-10-04 21:59:00,200.0,21.8426,38.5376,27.0,71.0,31.7,0.0,Partially cloudy,Partly cloudy throughout the day.
14946,ΑΓΙΟΣ ΒΑΡΝΑΒΑΣ,2018-10-04 20:00:00,,Δ. ΠΡΕΒΕΖΑΣ,2018-10-04 18:32:00,2.0,23.7323,37.9209,25.2,74.6,30.2,0.0,Partially cloudy,Partly cloudy throughout the day.
14947,Ε.Ο ΛΑΡΙΣΑΣ-ΚΑΡΔΙΤΣΑΣ,2018-10-04 15:15:00,ΛΑΡΙΣΑΣ,Δ. ΛΑΡΙΣΑΙΩΝ,2018-10-04 14:25:00,2.0,22.4111,39.6264,24.0,76.9,18.2,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.
14948,ΤΚ ΓΡΙΖΑΝΟΥ,2018-10-04 21:00:00,ΤΡΙΚΑΛΩΝ,Δ. ΦΑΡΚΑΔΟΝΑΣ,2018-10-04 20:24:00,3.0,,,,,,,,
14949,ΑΓΙΟΣ ΔΗΜΗΤΡΙΟΣ ΤΚ ΛΕΣΙΝΙΟΥ,2018-10-04 07:50:00,ΜΕΣΟΛΟΓΓΙΟΥ,Δ. ΙΕΡΑΣ ΠΟΛΗΣ ΜΕΣΟΛΟΓΓΙΟΥ,2018-10-04 19:25:00,5.0,20.868,39.5007,30.0,77.4,16.6,0.0,Partially cloudy,Partly cloudy throughout the day.
14950,Τ.Κ. ΣΑΡΔΙΝΙΩΝ,2018-10-04 18:00:00,,Δ. ΑΜΦΙΛΟΧΙΑΣ,2018-10-04 16:59:00,0.2,,,,,,,,
14951,ΠΕΛΟΠΙΟ,,ΠΥΡΓΟΥ,Δ. ΑΡΧΑΙΑΣ ΟΛΥΜΠΙΑΣ,2018-10-04 19:49:00,0.01,21.5928,37.6752,28.7,70.3,17.1,0.0,Partially cloudy,Partly cloudy throughout the day.
14952,ΑΜΑΛΙΑΔΑ,2018-10-04 18:05:00,ΑΜΑΛΙΑΔΑΣ,Δ. ΗΛΙΔΑΣ,2018-10-04 17:27:00,0.8,21.3472,37.7939,28.7,71.4,20.5,0.0,Partially cloudy,Partly cloudy throughout the day.
14953,Τ.Κ. ΠΑΠΑΡΗ,2018-10-04 15:45:00,ΤΡΙΠΟΛΗΣ,Δ. ΤΡΙΠΟΛΗΣ,2018-10-04 14:40:00,0.3,22.9644,40.619,25.0,53.7,29.2,0.0,Partially cloudy,Partly cloudy throughout the day.
14954,ΧΩΡΑ,2018-10-04 17:15:00,ΚΑΛΑΜΑΤΑΣ,Δ. ΠΥΛΟΥ-ΝΕΣΤΟΡΟΣ,2018-10-04 15:50:00,0.3,21.7163,37.0514,30.0,60.9,12.7,0.0,Partially cloudy,Partly cloudy throughout the day.
14955,ΚΑΤΤΑΒΙΑ,2018-10-04 12:30:00,,Δ. ΡΟΔΟΥ,2018-10-04 12:10:00,0.2,27.7679,35.9547,29.0,55.2,30.6,0.0,Partially cloudy,Partly cloudy throughout the day.
14956,ΒΕΝΕΡΑΤΟ,2018-10-04 23:30:00,,Δ. ΗΡΑΚΛΕΙΟΥ,2018-10-04 20:46:00,0.1,25.0408,35.1979,26.0,83.5,14.8,0.0,Partially cloudy,Partly cloudy throughout the day.
14957,ΣΕΜΠΡΩΝΑΣ,,,Δ. ΠΛΑΤΑΝΙΑ,2018-10-04 19:45:00,4.0,23.8245,35.3794,25.0,84.2,14.8,0.0,Partially cloudy,Partly cloudy throughout the day.
14958,ΤΕΜΕΝΙΑ ΣΕΛΙΝΟΥ (Δ.Ε. ΑΝΑΤΟΛ. ΣΕΛΙΝΟΥ),2018-10-04 13:50:00,ΧΑΝΙΩΝ,Δ. ΚΑΝΤΑΝΟΥ-ΣΕΛΙΝΟΥ,2018-10-04 11:00:00,1.0,,,,,,,,
